Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
1166|0|0|0|0|0|0|1|0|0|0|1|0|1|0|||Quartzite Mountain|48.2738|-117.6562|10||https://www.wta.org/go-hiking/hikes/quartzite-mountain|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9260.261265430818
2237|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Ivanhoe Lake|||10||https://www.wta.org/go-hiking/hikes/ivanhoe-lake||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1421|0|1|0|0|0|1|0|0|0|0|0|0|1|1|825.0|5020.0|PJ Lake|47.9458|-123.4255|10|6.0|https://www.wta.org/go-hiking/hikes/pj-lake|National Park Pass|Olympic Peninsula| Northern Coast|1.8|2.5|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9316.599081389484
1302|0|0|0|0|1|0|1|0|0|1|0|0|0|1|||Skagit-Sauk Reach Trail|48.4843|-121.5961|10||https://www.wta.org/go-hiking/hikes/skagit-sauk-reach-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9280.698665994982
1641|0|0|1|0|1|1|0|0|0|0|0|1|0|0|1000.0|2200.0|Rainbow Loop|48.3379|-120.6941|10|4.0|https://www.wta.org/go-hiking/hikes/rainbow-loop|None|Central Cascades| Entiat Mountains/Lake Chelan|4.4|3.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9233.537726108789
919|1|0|0|0|1|0|0|0|0|0|0|0|0|0|||Point Robinson Park|47.3882|-122.3743|10||https://www.wta.org/go-hiking/hikes/point-robinson-park|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9408.790233235975
307|0|0|1|0|0|1|1|0|0|0|0|0|0|0|||Ferguson Lake Trail|48.777|-120.6387|10||https://www.wta.org/go-hiking/hikes/ferguson-lake|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9239.103457165864
1706|0|0|0|0|0|1|1|0|1|0|1|0|0|0|||Thomas Mountain|47.2676|-121.1742|10||https://www.wta.org/go-hiking/hikes/thomas-mountain|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9410.83061788349
281|0|0|0|0|0|0|0|0|0|0|1|0|0|0|||Mount Howard|||10||https://www.wta.org/go-hiking/hikes/mount-howard||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2765|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Old Gib|||10||https://www.wta.org/go-hiking/hikes/old-gib||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
664|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1220.0|1924.0|Horse Heaven Hills|46.2391|-119.4847|10|7.0|https://www.wta.org/go-hiking/hikes/horse-heaven-hills||Central Washington| Tri-Cities|6.8|3.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9619.477181022368
2432|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Mount Kent|47.4065|-121.6046|10||https://www.wta.org/go-hiking/hikes/mount-kent||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9399.696088027331
2203|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Lost Lake|||10||https://www.wta.org/go-hiking/hikes/lost-lake-78||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2116|0|0|0|0|1|0|0|0|0|1|0|0|0|0|100.0|1100.0|Blackbird Island - Waterfront Park|47.5737|-120.6436|10|0.0|https://www.wta.org/go-hiking/hikes/blackbird-island-waterfront-park|None|Central Cascades| Leavenworth Area|2.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9371.703962606802
117|0|0|0|0|1|1|0|0|0|1|0|1|1|1|350.0|400.0|Lacamas Park - Lacamas Creek|45.5894|-122.39200000000001|10|3.0|https://www.wta.org/go-hiking/hikes/lacamas-lake-park|None|Southwest Washington| Vancouver Area|4.5|4.67|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|9800.7786693018
700|0|0|0|0|1|0|0|0|0|1|0|0|0|1|300.0|2400.0|Salmon Ridge Snowshoe|48.9076|-121.6941|10|1.0|https://www.wta.org/go-hiking/hikes/salmon-ridge-snowshoe|Sno-Parks Permit|North Cascades| Mount Baker Area|5.4|3.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9110.634687233567
2210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Stiletto Lake|||10||https://www.wta.org/go-hiking/hikes/stiletto-lake||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
410|0|0|0|0|1|0|0|1|0|0|0|0|0|1|||Salmon-Morgan Creek|45.7557|-122.5071|10||https://www.wta.org/go-hiking/hikes/salmon-morgan-creek|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9590.31751198598
1268|1|0|0|0|1|0|0|0|0|0|0|0|0|1|15.0|30.0|Westport State Park - Westport Light Trail|46.8901|-124.1041|10|0.0|https://www.wta.org/go-hiking/hikes/westport-light-trail|Discover Pass|Olympic Peninsula| Pacific Coast|2.0|0.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9463.709771536574
1204|0|1|1|0|1|0|0|0|0|1|0|0|0|0|50.0|2000.0|Ohanapecosh Hot Springs|46.733000000000004|-121.5693|10|6.0|https://www.wta.org/go-hiking/hikes/ohanapecosh-hot-springs|None|Mount Rainier Area| SE - Cayuse Pass/Steven's Canyon|0.4|4.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9558.617258364746
2122|0|0|0|0|0|0|0|1|0|0|1|0|1|0|4500.0|6554.0|Bedal Peak|48.0701|-121.3753|10|1.0|https://www.wta.org/go-hiking/hikes/bedal-peak|Northwest Forest Pass|North Cascades| Mountain Loop Highway|7.3|4.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9273.73755487597
1976|0|0|0|0|0|0|1|0|0|0|0|0|1|0|||Howard Creek|47.3159|-120.4998|10||https://www.wta.org/go-hiking/hikes/howard-creek|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9398.61712523992
2480|0|0|0|0|0|0|1|0|0|0|1|0|0|0|||Yakima Peak|46.8749|-121.51799999999999|10||https://www.wta.org/go-hiking/hikes/yakima-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9457.515079511122
2653|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Sauk Lake|48.4586|-121.8608|10||https://www.wta.org/go-hiking/hikes/sauk-lake||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9285.98149666032
1658|0|0|0|0|1|0|1|0|0|0|0|0|0|1|||Precipice Top Trail|47.5429|-122.0804|10||https://www.wta.org/go-hiking/hikes/precipice-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9389.069241188394
1689|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Union Peak|47.8112|-121.0826|10||https://www.wta.org/go-hiking/hikes/union-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9349.98738127043
1192|0|0|0|0|0|0|1|0|0|0|1|0|1|0|2350.0|7300.0|Abercrombie Mountain Trail|48.906000000000006|-117.5208|10|7.0|https://www.wta.org/go-hiking/hikes/abercrombie||Eastern Washington| Selkirk Range|7.3|2.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|9082.848165645939
231|0|0|0|0|0|0|0|0|0|0|1|0|1|0|2787.0|4297.0|Swakane Peak|47.5641|-120.3332|10|0.0|https://www.wta.org/go-hiking/hikes/swakane-peak|Discover Pass|Central Washington| Wenatchee|7.4|0.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|9394.30133210177
2128|0|0|0|0|0|1|0|0|0|1|0|0|0|1|||Ames Lake Forest|47.6455|-121.9548|10||https://www.wta.org/go-hiking/hikes/ames-lake-forest||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9376.594698155584
1801|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1800.0|5800.0|Nannie Peak|46.4228|-121.4736|10|1.0|https://www.wta.org/go-hiking/hikes/nannie-peak|Northwest Forest Pass|South Cascades| Goat Rocks|12.0|4.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9614.884178365735
2339|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Old Sauk Mountain Trail|||10||https://www.wta.org/go-hiking/hikes/old-sauk-mountain-trail-614||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
865|0|0|1|0|1|1|0|0|0|0|0|0|0|0|200.0|6750.0|Tiffany Lake|48.7|-119.9532|10|5.0|https://www.wta.org/go-hiking/hikes/tiffany-lake|Northwest Forest Pass|North Cascades| Pasayten|3.0|2.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9126.33280173412
2199|1|0|0|0|0|0|1|0|0|0|0|0|0|1|||Everett Arboretum, Grand Ave Park, Everett Community College, Legion Park|48.0119|-122.2043|10||https://www.wta.org/go-hiking/hikes/everett-arboretum-grand-ave-park-evcc-legion-park|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9338.39641149614
1379|0|0|0|0|0|0|0|0|0|0|0|0|0|0|305.0|225.0|Obstruction Pass State Park|48.6085|-122.8264|10|8.0|https://www.wta.org/go-hiking/hikes/obstruction-pass||Puget Sound and Islands| San Juan Islands|1.9|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9181.186838739692
1838|0|0|0|0|0|0|1|0|1|0|0|0|1|0|2300.0|4400.0|Magnet Creek|47.4104|-120.6578|10|5.0|https://www.wta.org/go-hiking/hikes/magnet-creek|None|Snoqualmie Region| Salmon La Sac/Teanaway|6.0|2.8|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9412.62295981266
2320|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Whitehorse Trail - Arlington to Trafton|48.2007|-122.1268|10||https://www.wta.org/go-hiking/hikes/whitehorse-trail-arlington-to-trafton||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9316.856700471631
1385|0|0|0|0|1|0|0|0|0|1|0|1|1|0|540.0|581.0|Mosier Plateau|45.6861|-121.4012|10|2.0|https://www.wta.org/go-hiking/hikes/mosier-creek-falls|None|Southwest Washington| Columbia River Gorge - OR|2.5|5.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9785.376511071607
1734|0|0|0|0|0|0|1|0|1|0|0|0|1|1|1700.0|5900.0|Stagman Ridge - The Bumper|46.1405|-121.5977|10|6.0|https://www.wta.org/go-hiking/hikes/stagman-ridge|Northwest Forest Pass|South Cascades| Mount Adams Area|9.0|4.17|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9689.023079683673
2327|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Volcanic Neck|47.39|-120.8724|10||https://www.wta.org/go-hiking/hikes/volcanic-neck||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9394.30509239141
2258|0|0|0|0|1|0|0|0|0|0|0|0|0|0|||North Kitsap Heritage Park|47.78|-122.5509|10||https://www.wta.org/go-hiking/hikes/north-kitsap-heritage-park|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9367.052355810769
1387|0|0|0|0|0|0|1|0|0|0|0|0|1|0|4387.0|7437.0|North Twentymile Peak|48.7029|-120.105|10|3.0|https://www.wta.org/go-hiking/hikes/north-twentymile-peak|None|North Cascades| Pasayten|12.8|3.33|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9127.454294526256
2551|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Government Meadows|||10||https://www.wta.org/go-hiking/hikes/government-meadows||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1856|0|0|0|0|1|0|0|0|0|1|0|0|0|1|||Langus Riverfront Park|48.0002|-122.1756|10||https://www.wta.org/go-hiking/hikes/langus-riverfront-park||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9339.432428616383
1858|0|1|1|0|0|1|1|1|1|1|0|1|1|1|2500.0|4130.0|Mink Lake to Little Divide|47.9693|-123.8641|10|7.0|https://www.wta.org/go-hiking/hikes/little-divide|National Park Pass|Olympic Peninsula| Northern Coast|15.6|3.0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9317.19052503274
1027|0|0|0|0|1|0|0|0|0|1|0|0|1|1|||Lake Aldwell Overlook Trail|48.0977|-123.5526|10||https://www.wta.org/go-hiking/hikes/lake-aldwell-overlook-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9340.12316568719
2083|0|0|0|0|0|0|0|0|0|0|0|0|1|1|||Dishman Hills|47.6503|-117.291|10||https://www.wta.org/go-hiking/hikes/dishman-hills||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9323.804725206961
1634|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Rainbow Lake|48.5076|-120.73100000000001|10||https://www.wta.org/go-hiking/hikes/rainbow-lake|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9269.717015194994
1744|0|0|0|0|1|1|0|0|0|0|0|0|0|1|246.0|2341.0|Slavin Pond Loop|47.5326|-117.4215|10|3.0|https://www.wta.org/go-hiking/hikes/slavin-conservation-area-loop|None|Eastern Washington| Spokane Area/Coeur d'Alene|3.3|3.33|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9334.042021323972
2631|0|0|0|0|0|0|1|0|0|0|1|0|0|0|3500.0|5500.0|Sauk Mountain Snowshoe|48.581|-121.5614|11|4.0|https://www.wta.org/go-hiking/hikes/sauk-mountain-snowshoe||North Cascades| North Cascades Highway - Hwy 20|11.0|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9170.175129313719
793|0|0|1|0|0|1|1|0|1|0|1|0|1|1|4200.0|8000.0|Sawtooth Lakes Loop|48.2188|-120.2236|11|3.0|https://www.wta.org/go-hiking/hikes/chelan-sawtooth-loop|Northwest Forest Pass|North Cascades| Methow/Sawtooth|24.0|4.33|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9221.409411940827
1750|0|0|0|0|1|0|1|0|0|0|0|0|1|1|875.0|6400.0|Snow Peak|48.5772|-118.5233|11|7.0|https://www.wta.org/go-hiking/hikes/snow-peak|Sno-Parks Permit|Eastern Washington| Okanogan Highlands/Kettle River Range|10.0|3.71|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9133.131632238812
1979|0|0|0|0|1|0|0|0|0|0|0|1|0|0|||Hegg-Benson Trail|48.4929|-121.5548|11||https://www.wta.org/go-hiking/hikes/hegg-benson-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9279.362778418095
2461|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Cloudy Pass to Holden|||11||https://www.wta.org/go-hiking/hikes/cloudy-pass-to-holden||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
